epoch,elapsed_time,train_acc,val_acc
1,7.420555114746094,0.6798245614035088,0.34782608695652173
2,3.2715132236480713,0.6385964912280702,0.34782608695652173
3,3.0994479656219482,0.6228070175438597,0.34782608695652173
4,3.7526423931121826,0.5982456140350876,0.34782608695652173
5,3.352726936340332,0.7026315789473684,0.3521739130434783
6,2.6628634929656982,0.6780701754385965,0.6391304347826087
7,2.6640989780426025,0.735087719298246,0.9347826086956522
8,2.5210626125335693,0.8096491228070181,0.9130434782608695
9,2.462301015853882,0.8535087719298247,0.9347826086956522
10,2.926567554473877,0.8614035087719301,0.9434782608695652
11,3.1586556434631348,0.8745614035087719,0.9478260869565217
12,3.1281919479370117,0.8754385964912285,0.9347826086956522
13,2.9382760524749756,0.8824561403508776,0.9521739130434783
14,2.770294666290283,0.8894736842105265,0.9391304347826087
15,2.7251691818237305,0.8973684210526317,0.9347826086956522
16,3.221717119216919,0.8807017543859653,0.9565217391304348
17,3.166187047958374,0.8815789473684211,0.9391304347826087
18,3.055502414703369,0.8947368421052635,0.9347826086956522
19,3.3926682472229004,0.9035087719298249,0.9478260869565217
20,3.2976303100585938,0.9035087719298253,0.9521739130434783
21,2.4588911533355713,0.9070175438596495,0.9521739130434783
22,2.8820903301239014,0.9043859649122812,0.9478260869565217
23,3.0131428241729736,0.91140350877193,0.9260869565217391
24,3.0465312004089355,0.9087719298245619,0.9217391304347826
25,2.7112207412719727,0.9026315789473691,0.9173913043478261
26,2.6045892238616943,0.920175438596492,0.9173913043478261
27,3.0926570892333984,0.9192982456140357,0.9304347826086956
28,2.983283281326294,0.9236842105263164,0.9304347826086956
29,2.7167303562164307,0.919298245614036,0.9304347826086956
30,2.7662694454193115,0.927192982456141,0.9260869565217391
31,2.6541945934295654,0.928070175438597,0.9217391304347826
32,2.7163987159729004,0.9263157894736853,0.9478260869565217
33,2.9038305282592773,0.9236842105263164,0.9304347826086956
34,2.8270604610443115,0.9307017543859658,0.9391304347826087
35,2.7524397373199463,0.930701754385966,0.9478260869565217
36,2.738335132598877,0.9403508771929833,0.9478260869565217
37,2.547236204147339,0.9315789473684218,0.9347826086956522
38,3.0296618938446045,0.9350877192982465,0.9347826086956522
39,3.058137893676758,0.9333333333333339,0.9347826086956522
40,2.9137113094329834,0.9324561403508778,0.9391304347826087
41,2.9489076137542725,0.93421052631579,0.9434782608695652
42,2.970510721206665,0.9385964912280713,0.9217391304347826
43,2.970335006713867,0.9385964912280709,0.9304347826086956
44,2.873000144958496,0.9394736842105271,0.908695652173913
45,2.738691568374634,0.9385964912280712,0.9478260869565217
46,3.107975959777832,0.9385964912280711,0.9217391304347826
47,3.237346649169922,0.9342105263157903,0.9434782608695652
48,2.712456703186035,0.9350877192982464,0.9304347826086956
49,3.2444722652435303,0.9377192982456147,0.9260869565217391
50,2.9547834396362305,0.937719298245615,0.9391304347826087
